STATE_CODE,DISTRICT,QUARTER,LEVEL,STATE
AP,Anantapur,01-10-2007,9.356581197,Andhra Pradesh
AP,Anantapur,01-01-2008,10.79307692,Andhra Pradesh
AP,Anantapur,01-04-2008,12.20616496,Andhra Pradesh
AP,Anantapur,01-07-2008,8.680523932,Andhra Pradesh
AP,Anantapur,01-10-2008,7.935555556,Andhra Pradesh
AP,Anantapur,01-01-2009,9.588461538,Andhra Pradesh
AP,Anantapur,01-04-2009,7.255897436,Andhra Pradesh
AP,Anantapur,01-07-2009,5.367008547,Andhra Pradesh
AP,Anantapur,01-10-2009,4.917692308,Andhra Pradesh
AP,Anantapur,01-01-2010,7.441904762,Andhra Pradesh
AP,Anantapur,01-04-2010,8.077142857,Andhra Pradesh
AP,Anantapur,01-07-2010,7.215952381,Andhra Pradesh
AP,Anantapur,01-10-2010,5.18547619,Andhra Pradesh
AP,Anantapur,01-01-2011,5.46225,Andhra Pradesh
AP,Anantapur,01-04-2011,7.87425,Andhra Pradesh
AP,Anantapur,01-07-2011,6.31625,Andhra Pradesh
AP,Anantapur,01-10-2011,6.68625,Andhra Pradesh
AP,Anantapur,01-01-2012,7.03,Andhra Pradesh
AP,Anantapur,01-04-2012,8.254042553,Andhra Pradesh
AP,Anantapur,01-07-2012,3.95,Andhra Pradesh
AP,Anantapur,01-10-2012,8.250851064,Andhra Pradesh
AP,Anantapur,01-01-2013,8.526363636,Andhra Pradesh
AP,Anantapur,01-04-2013,10.42581818,Andhra Pradesh
AP,Anantapur,01-07-2013,3.95,Andhra Pradesh
AP,Anantapur,01-10-2013,6.098363636,Andhra Pradesh
AP,Anantapur,01-01-2014,6.864666667,Andhra Pradesh
AP,Anantapur,01-04-2014,8.780166667,Andhra Pradesh
AP,Anantapur,01-07-2014,8.613833333,Andhra Pradesh
AP,Anantapur,01-10-2014,8.5575,Andhra Pradesh
AP,Anantapur,01-01-2015,8.3275,Andhra Pradesh
AP,Anantapur,01-04-2015,9.626964286,Andhra Pradesh
AP,Anantapur,01-07-2015,9.512142857,Andhra Pradesh
AP,Anantapur,01-10-2015,7.569107143,Andhra Pradesh
AP,Anantapur,01-01-2016,5.604929577,Andhra Pradesh
AP,Anantapur,01-04-2016,8.682535211,Andhra Pradesh
AP,Anantapur,01-07-2016,7.406901408,Andhra Pradesh
AP,Anantapur,01-10-2016,7.851408451,Andhra Pradesh
AP,Anantapur,01-01-2017,10.37678571,Andhra Pradesh
AP,Anantapur,01-04-2017,11.9775,Andhra Pradesh
AP,Anantapur,01-07-2017,11.77288036,Andhra Pradesh
AP,Anantapur,01-10-2017,7.104285714,Andhra Pradesh
AP,Anantapur,01-01-2018,7.18037037,Andhra Pradesh
AP,Anantapur,01-04-2018,7.198333333,Andhra Pradesh
AP,Anantapur,01-07-2018,4.077962963,Andhra Pradesh
AP,Anantapur,01-10-2018,9.486111111,Andhra Pradesh
AP,Chittoor,01-01-1996,6.14704918,Andhra Pradesh
AP,Chittoor,01-04-1996,7.78442623,Andhra Pradesh
AP,Chittoor,01-07-1996,5.413278689,Andhra Pradesh
AP,Chittoor,01-10-1996,3.191311475,Andhra Pradesh
AP,Chittoor,01-01-1997,2.929298246,Andhra Pradesh
AP,Chittoor,01-04-1997,6.172280702,Andhra Pradesh
AP,Chittoor,01-07-1997,6.142105263,Andhra Pradesh
AP,Chittoor,01-10-1997,5.107719298,Andhra Pradesh
AP,Chittoor,01-01-1998,4.531818182,Andhra Pradesh
AP,Chittoor,01-04-1998,7.447090909,Andhra Pradesh
AP,Chittoor,01-07-1998,6.077818182,Andhra Pradesh
AP,Chittoor,01-10-1998,4.337818182,Andhra Pradesh
AP,Chittoor,01-01-1999,5.3584,Andhra Pradesh
AP,Chittoor,01-04-1999,7.2144,Andhra Pradesh
AP,Chittoor,01-07-1999,8.4172,Andhra Pradesh
AP,Chittoor,01-10-1999,7.158,Andhra Pradesh
AP,Chittoor,01-01-2000,7.237708333,Andhra Pradesh
AP,Chittoor,01-04-2000,7.731875,Andhra Pradesh
AP,Chittoor,01-07-2000,6.822916667,Andhra Pradesh
AP,Chittoor,01-10-2000,5.960208333,Andhra Pradesh
AP,Chittoor,01-01-2001,5.656170213,Andhra Pradesh
AP,Chittoor,01-04-2001,8.649148936,Andhra Pradesh
AP,Chittoor,01-07-2001,9.190425532,Andhra Pradesh
AP,Chittoor,01-10-2001,4.392553191,Andhra Pradesh
AP,Chittoor,01-01-2002,5.043636364,Andhra Pradesh
AP,Chittoor,01-04-2002,7.481363636,Andhra Pradesh
AP,Chittoor,01-07-2002,8.758863636,Andhra Pradesh
AP,Chittoor,01-10-2002,7.381818182,Andhra Pradesh
AP,Chittoor,01-01-2003,8.435813953,Andhra Pradesh
AP,Chittoor,01-04-2003,10.52139535,Andhra Pradesh
AP,Chittoor,01-07-2003,8.134883721,Andhra Pradesh
AP,Chittoor,01-10-2003,7.958139535,Andhra Pradesh
AP,Chittoor,01-01-2004,9.102857143,Andhra Pradesh
AP,Chittoor,01-04-2004,9.278809524,Andhra Pradesh
AP,Chittoor,01-07-2004,9.91,Andhra Pradesh
AP,Chittoor,01-10-2004,8.432619048,Andhra Pradesh
AP,Chittoor,01-01-2005,14.5155,Andhra Pradesh
AP,Chittoor,01-04-2005,16.4517,Andhra Pradesh
AP,Chittoor,01-07-2005,13.8863,Andhra Pradesh
AP,Chittoor,01-10-2005,6.1874,Andhra Pradesh
AP,Chittoor,01-01-2006,7.137171717,Andhra Pradesh
AP,Chittoor,01-04-2006,9.244040404,Andhra Pradesh
AP,Chittoor,01-07-2006,9.864646465,Andhra Pradesh
AP,Chittoor,01-10-2006,8.164040404,Andhra Pradesh
AP,Chittoor,01-01-2007,11.14193878,Andhra Pradesh
AP,Chittoor,01-04-2007,13.12326531,Andhra Pradesh
AP,Chittoor,01-07-2007,10.62173469,Andhra Pradesh
AP,Chittoor,01-10-2007,7.95755102,Andhra Pradesh
AP,Chittoor,01-01-2008,8.499157895,Andhra Pradesh
AP,Chittoor,01-04-2008,10.63252632,Andhra Pradesh
AP,Chittoor,01-07-2008,10.05894737,Andhra Pradesh
AP,Chittoor,01-10-2008,7.566105263,Andhra Pradesh
AP,Chittoor,01-01-2009,8.430531915,Andhra Pradesh
AP,Chittoor,01-04-2009,7.406276596,Andhra Pradesh
AP,Chittoor,01-07-2009,5.655212766,Andhra Pradesh
AP,Chittoor,01-10-2009,5.62712766,Andhra Pradesh
AP,Chittoor,01-01-2010,6.881714286,Andhra Pradesh
AP,Chittoor,01-04-2010,7.867714286,Andhra Pradesh
AP,Chittoor,01-07-2010,5.772,Andhra Pradesh
AP,Chittoor,01-10-2010,4.687428571,Andhra Pradesh
AP,Chittoor,01-01-2011,4.886857143,Andhra Pradesh
AP,Chittoor,01-04-2011,7.451714286,Andhra Pradesh
AP,Chittoor,01-07-2011,6.154,Andhra Pradesh
AP,Chittoor,01-10-2011,5.253142857,Andhra Pradesh
AP,Chittoor,01-01-2012,5.249189189,Andhra Pradesh
AP,Chittoor,01-04-2012,7.624054054,Andhra Pradesh
AP,Chittoor,01-07-2012,3.95,Andhra Pradesh
AP,Chittoor,01-10-2012,5.728108108,Andhra Pradesh
AP,Chittoor,01-01-2013,5.945098039,Andhra Pradesh
AP,Chittoor,01-04-2013,7.710980392,Andhra Pradesh
AP,Chittoor,01-07-2013,3.976078431,Andhra Pradesh
AP,Chittoor,01-10-2013,5.293921569,Andhra Pradesh
AP,Chittoor,01-01-2014,6.842,Andhra Pradesh
AP,Chittoor,01-04-2014,8.967272727,Andhra Pradesh
AP,Chittoor,01-07-2014,8.963090909,Andhra Pradesh
AP,Chittoor,01-10-2014,7.160181818,Andhra Pradesh
AP,Chittoor,01-01-2015,7.734528302,Andhra Pradesh
AP,Chittoor,01-04-2015,9.371132075,Andhra Pradesh
AP,Chittoor,01-07-2015,9.156037736,Andhra Pradesh
AP,Chittoor,01-10-2015,7.434339623,Andhra Pradesh
AP,Chittoor,01-01-2016,4.438,Andhra Pradesh
AP,Chittoor,01-04-2016,5.910615385,Andhra Pradesh
AP,Chittoor,01-07-2016,4.748307692,Andhra Pradesh
AP,Chittoor,01-10-2016,5.362461538,Andhra Pradesh
AP,Chittoor,01-01-2017,5.830612245,Andhra Pradesh
AP,Chittoor,01-04-2017,7.898163265,Andhra Pradesh
AP,Chittoor,01-07-2017,6.742244898,Andhra Pradesh
AP,Chittoor,01-10-2017,4.426734694,Andhra Pradesh
AP,Chittoor,01-01-2018,4.463404255,Andhra Pradesh
AP,Chittoor,01-04-2018,7.17,Andhra Pradesh
AP,Chittoor,01-07-2018,3.95,Andhra Pradesh
AP,Chittoor,01-10-2018,6.867659574,Andhra Pradesh
AP,East Godavari,01-01-1996,3.505769231,Andhra Pradesh
AP,East Godavari,01-04-1996,5.378076923,Andhra Pradesh
AP,East Godavari,01-07-1996,2.770192308,Andhra Pradesh
AP,East Godavari,01-10-1996,2.872884615,Andhra Pradesh
AP,East Godavari,01-01-1997,3.183076923,Andhra Pradesh
AP,East Godavari,01-04-1997,4.896346154,Andhra Pradesh
AP,East Godavari,01-07-1997,3.320961538,Andhra Pradesh
AP,East Godavari,01-10-1997,3.343461538,Andhra Pradesh
AP,East Godavari,01-01-1998,3.5558,Andhra Pradesh
AP,East Godavari,01-04-1998,5.6408,Andhra Pradesh
AP,East Godavari,01-07-1998,3.23,Andhra Pradesh
AP,East Godavari,01-10-1998,3.8998,Andhra Pradesh
AP,East Godavari,01-01-1999,4.124285714,Andhra Pradesh
AP,East Godavari,01-04-1999,6.128163265,Andhra Pradesh
AP,East Godavari,01-07-1999,5.231836735,Andhra Pradesh
AP,East Godavari,01-10-1999,4.642653061,Andhra Pradesh
AP,East Godavari,01-01-2000,5.410408163,Andhra Pradesh
AP,East Godavari,01-04-2000,5.113877551,Andhra Pradesh
AP,East Godavari,01-07-2000,2.165510204,Andhra Pradesh
AP,East Godavari,01-10-2000,3.83122449,Andhra Pradesh
AP,East Godavari,01-01-2001,3.809565217,Andhra Pradesh
AP,East Godavari,01-04-2001,5.367826087,Andhra Pradesh
AP,East Godavari,01-07-2001,3.856521739,Andhra Pradesh
AP,East Godavari,01-10-2001,3.216521739,Andhra Pradesh
AP,East Godavari,01-01-2002,3.092790698,Andhra Pradesh
AP,East Godavari,01-04-2002,5.206046512,Andhra Pradesh
AP,East Godavari,01-07-2002,4.343255814,Andhra Pradesh
AP,East Godavari,01-10-2002,3.850930233,Andhra Pradesh
AP,East Godavari,01-01-2003,4.80425,Andhra Pradesh
AP,East Godavari,01-04-2003,6.20225,Andhra Pradesh
AP,East Godavari,01-07-2003,4.03,Andhra Pradesh
AP,East Godavari,01-10-2003,3.44375,Andhra Pradesh
AP,East Godavari,01-01-2004,3.976904762,Andhra Pradesh
AP,East Godavari,01-04-2004,5.738333333,Andhra Pradesh
AP,East Godavari,01-07-2004,3.727619048,Andhra Pradesh
AP,East Godavari,01-10-2004,3.36452381,Andhra Pradesh
AP,East Godavari,01-01-2005,6.321818182,Andhra Pradesh
AP,East Godavari,01-04-2005,7.069413636,Andhra Pradesh
AP,East Godavari,01-07-2005,5.367595455,Andhra Pradesh
AP,East Godavari,01-10-2005,3.825,Andhra Pradesh
AP,East Godavari,01-01-2006,5.499253731,Andhra Pradesh
AP,East Godavari,01-04-2006,6.353302985,Andhra Pradesh
AP,East Godavari,01-07-2006,4.000597015,Andhra Pradesh
AP,East Godavari,01-10-2006,4.173283582,Andhra Pradesh
AP,East Godavari,01-01-2007,5.582539683,Andhra Pradesh
AP,East Godavari,01-04-2007,6.49541746,Andhra Pradesh
AP,East Godavari,01-07-2007,3.673333333,Andhra Pradesh
AP,East Godavari,01-10-2007,3.651746032,Andhra Pradesh
AP,East Godavari,01-01-2008,4.984761905,Andhra Pradesh
AP,East Godavari,01-04-2008,6.326190476,Andhra Pradesh
AP,East Godavari,01-07-2008,4.137639683,Andhra Pradesh
AP,East Godavari,01-10-2008,4.76031746,Andhra Pradesh
AP,East Godavari,01-01-2009,5.726349206,Andhra Pradesh
AP,East Godavari,01-04-2009,6.034126984,Andhra Pradesh
AP,East Godavari,01-07-2009,4.06968254,Andhra Pradesh
AP,East Godavari,01-10-2009,3.548095238,Andhra Pradesh
AP,East Godavari,01-01-2010,4.515135135,Andhra Pradesh
AP,East Godavari,01-04-2010,4.965405405,Andhra Pradesh
AP,East Godavari,01-07-2010,2.703513514,Andhra Pradesh
AP,East Godavari,01-10-2010,2.221621622,Andhra Pradesh
AP,East Godavari,01-01-2011,3.090263158,Andhra Pradesh
AP,East Godavari,01-04-2011,4.536842105,Andhra Pradesh
AP,East Godavari,01-07-2011,3.162894737,Andhra Pradesh
AP,East Godavari,01-10-2011,3.737368421,Andhra Pradesh
AP,East Godavari,01-01-2012,4.873,Andhra Pradesh
AP,East Godavari,01-04-2012,6.2912,Andhra Pradesh
AP,East Godavari,01-07-2012,3.95,Andhra Pradesh
AP,East Godavari,01-10-2012,2.969,Andhra Pradesh
AP,East Godavari,01-01-2013,4.107882353,Andhra Pradesh
AP,East Godavari,01-04-2013,5.255176471,Andhra Pradesh
AP,East Godavari,01-07-2013,3.95,Andhra Pradesh
AP,East Godavari,01-10-2013,2.476235294,Andhra Pradesh
AP,East Godavari,01-01-2014,3.183125,Andhra Pradesh
AP,East Godavari,01-04-2014,4.334553571,Andhra Pradesh
AP,East Godavari,01-07-2014,3.168303571,Andhra Pradesh
AP,East Godavari,01-10-2014,3.076785714,Andhra Pradesh
AP,East Godavari,01-01-2015,3.780733945,Andhra Pradesh
AP,East Godavari,01-04-2015,4.451100917,Andhra Pradesh
AP,East Godavari,01-07-2015,2.787981651,Andhra Pradesh
AP,East Godavari,01-10-2015,3.32266055,Andhra Pradesh
AP,East Godavari,01-01-2016,4.41,Andhra Pradesh
AP,East Godavari,01-04-2016,5.861673103,Andhra Pradesh
AP,East Godavari,01-07-2016,3.051793103,Andhra Pradesh
AP,East Godavari,01-10-2016,3.350965517,Andhra Pradesh
AP,East Godavari,01-01-2017,3.739134615,Andhra Pradesh
AP,East Godavari,01-04-2017,5.825313462,Andhra Pradesh
AP,East Godavari,01-07-2017,3.237019231,Andhra Pradesh
AP,East Godavari,01-10-2017,2.478076923,Andhra Pradesh
AP,East Godavari,01-01-2018,3.72814433,Andhra Pradesh
AP,East Godavari,01-04-2018,7.130927835,Andhra Pradesh
AP,East Godavari,01-07-2018,4.080824742,Andhra Pradesh
AP,East Godavari,01-10-2018,3.018041237,Andhra Pradesh
AP,Guntur,01-01-1996,3.661666667,Andhra Pradesh
AP,Guntur,01-04-1996,4.964285714,Andhra Pradesh
AP,Guntur,01-07-1996,3.340238095,Andhra Pradesh
AP,Guntur,01-10-1996,2.972857143,Andhra Pradesh
AP,Guntur,01-01-1997,3.553255814,Andhra Pradesh
AP,Guntur,01-04-1997,4.705116279,Andhra Pradesh
AP,Guntur,01-07-1997,4.648372093,Andhra Pradesh
AP,Guntur,01-10-1997,2.810697674,Andhra Pradesh
AP,Guntur,01-01-1998,3.662926829,Andhra Pradesh
AP,Guntur,01-04-1998,5.01195122,Andhra Pradesh
AP,Guntur,01-07-1998,3.546097561,Andhra Pradesh
AP,Guntur,01-10-1998,3.157317073,Andhra Pradesh
AP,Guntur,01-01-1999,3.853421053,Andhra Pradesh
AP,Guntur,01-04-1999,5.504473684,Andhra Pradesh
AP,Guntur,01-07-1999,4.876315789,Andhra Pradesh
AP,Guntur,01-10-1999,3.784473684,Andhra Pradesh
AP,Guntur,01-01-2000,4.364210526,Andhra Pradesh
AP,Guntur,01-04-2000,4.833157895,Andhra Pradesh
AP,Guntur,01-07-2000,2.457631579,Andhra Pradesh
AP,Guntur,01-10-2000,3.011315789,Andhra Pradesh
AP,Guntur,01-01-2001,3.424324324,Andhra Pradesh
AP,Guntur,01-04-2001,4.749459459,Andhra Pradesh
AP,Guntur,01-07-2001,3.576756757,Andhra Pradesh
AP,Guntur,01-10-2001,2.869459459,Andhra Pradesh
AP,Guntur,01-01-2002,3.383611111,Andhra Pradesh
AP,Guntur,01-04-2002,5.184722222,Andhra Pradesh
AP,Guntur,01-07-2002,4.206388889,Andhra Pradesh
AP,Guntur,01-10-2002,4.240833333,Andhra Pradesh
AP,Guntur,01-01-2003,5.393870968,Andhra Pradesh
AP,Guntur,01-04-2003,6.897096774,Andhra Pradesh
AP,Guntur,01-07-2003,4.277419355,Andhra Pradesh
AP,Guntur,01-10-2003,3.568064516,Andhra Pradesh
AP,Guntur,01-01-2004,4.247272727,Andhra Pradesh
AP,Guntur,01-04-2004,5.528787879,Andhra Pradesh
AP,Guntur,01-07-2004,4.522727273,Andhra Pradesh
AP,Guntur,01-10-2004,3.176060606,Andhra Pradesh
AP,Guntur,01-01-2005,5.837582418,Andhra Pradesh
AP,Guntur,01-04-2005,7.783076923,Andhra Pradesh
AP,Guntur,01-07-2005,4.824725275,Andhra Pradesh
AP,Guntur,01-10-2005,3.035054945,Andhra Pradesh
AP,Guntur,01-01-2006,4.417931034,Andhra Pradesh
AP,Guntur,01-04-2006,5.555977011,Andhra Pradesh
AP,Guntur,01-07-2006,4.678850575,Andhra Pradesh
AP,Guntur,01-10-2006,4.038275862,Andhra Pradesh
AP,Guntur,01-01-2007,5.645454545,Andhra Pradesh
AP,Guntur,01-04-2007,6.351022727,Andhra Pradesh
AP,Guntur,01-07-2007,3.455795455,Andhra Pradesh
AP,Guntur,01-10-2007,3.042954545,Andhra Pradesh
AP,Guntur,01-01-2008,4.422134831,Andhra Pradesh
AP,Guntur,01-04-2008,5.832696629,Andhra Pradesh
AP,Guntur,01-07-2008,3.296292135,Andhra Pradesh
AP,Guntur,01-10-2008,3.807303371,Andhra Pradesh
AP,Guntur,01-01-2009,5.032298851,Andhra Pradesh
AP,Guntur,01-04-2009,5.72862069,Andhra Pradesh
AP,Guntur,01-07-2009,4.016896552,Andhra Pradesh
AP,Guntur,01-10-2009,3.96908046,Andhra Pradesh
AP,Guntur,01-01-2010,3.591315789,Andhra Pradesh
AP,Guntur,01-04-2010,3.885,Andhra Pradesh
AP,Guntur,01-07-2010,2.207368421,Andhra Pradesh
AP,Guntur,01-10-2010,1.669473684,Andhra Pradesh
AP,Guntur,01-01-2011,2.631111111,Andhra Pradesh
AP,Guntur,01-04-2011,4.279333333,Andhra Pradesh
AP,Guntur,01-07-2011,3.597777778,Andhra Pradesh
AP,Guntur,01-10-2011,3.121333333,Andhra Pradesh
AP,Guntur,01-01-2012,3.7336,Andhra Pradesh
AP,Guntur,01-04-2012,5.5064,Andhra Pradesh
AP,Guntur,01-07-2012,3.95,Andhra Pradesh
AP,Guntur,01-10-2012,3.0674,Andhra Pradesh
AP,Guntur,01-01-2013,4.848350515,Andhra Pradesh
AP,Guntur,01-04-2013,5.126907216,Andhra Pradesh
AP,Guntur,01-07-2013,3.95,Andhra Pradesh
AP,Guntur,01-10-2013,2.077628866,Andhra Pradesh
AP,Guntur,01-01-2014,2.469528302,Andhra Pradesh
AP,Guntur,01-04-2014,4.279056604,Andhra Pradesh
AP,Guntur,01-07-2014,3.576698113,Andhra Pradesh
AP,Guntur,01-10-2014,2.627830189,Andhra Pradesh
AP,Guntur,01-01-2015,3.355047619,Andhra Pradesh
AP,Guntur,01-04-2015,4.843904762,Andhra Pradesh
AP,Guntur,01-07-2015,4.047809524,Andhra Pradesh
AP,Guntur,01-10-2015,4.440761905,Andhra Pradesh
AP,Guntur,01-01-2016,5.004586466,Andhra Pradesh
AP,Guntur,01-04-2016,6.760225564,Andhra Pradesh
AP,Guntur,01-07-2016,5.259398496,Andhra Pradesh
AP,Guntur,01-10-2016,3.796240602,Andhra Pradesh
AP,Guntur,01-01-2017,4.214387755,Andhra Pradesh
AP,Guntur,01-04-2017,5.607755102,Andhra Pradesh
AP,Guntur,01-07-2017,3.996428571,Andhra Pradesh
AP,Guntur,01-10-2017,3.958979592,Andhra Pradesh
AP,Guntur,01-01-2018,4.028020833,Andhra Pradesh
AP,Guntur,01-04-2018,7.203645833,Andhra Pradesh
AP,Guntur,01-07-2018,3.9384375,Andhra Pradesh
AP,Guntur,01-10-2018,4.5621875,Andhra Pradesh
AP,Krishna,01-01-1996,3.178857143,Andhra Pradesh
AP,Krishna,01-04-1996,5.094285714,Andhra Pradesh
AP,Krishna,01-07-1996,2.646,Andhra Pradesh
AP,Krishna,01-10-1996,2.556,Andhra Pradesh
AP,Krishna,01-01-1997,2.969375,Andhra Pradesh
AP,Krishna,01-04-1997,4.380625,Andhra Pradesh
AP,Krishna,01-07-1997,3.3784375,Andhra Pradesh
AP,Krishna,01-10-1997,3.046875,Andhra Pradesh
AP,Krishna,01-01-1998,3.56625,Andhra Pradesh
AP,Krishna,01-04-1998,5.3584375,Andhra Pradesh
AP,Krishna,01-07-1998,2.219375,Andhra Pradesh
AP,Krishna,01-10-1998,2.49875,Andhra Pradesh
AP,Krishna,01-01-1999,3.65,Andhra Pradesh
AP,Krishna,01-04-1999,5.236470588,Andhra Pradesh
AP,Krishna,01-07-1999,3.417058824,Andhra Pradesh
AP,Krishna,01-10-1999,3.549705882,Andhra Pradesh
AP,Krishna,01-01-2000,4.25,Andhra Pradesh
AP,Krishna,01-04-2000,5.874411765,Andhra Pradesh
AP,Krishna,01-07-2000,2.478823529,Andhra Pradesh
AP,Krishna,01-10-2000,3.171470588,Andhra Pradesh
AP,Krishna,01-01-2001,4.2575,Andhra Pradesh
AP,Krishna,01-04-2001,6.475625,Andhra Pradesh
AP,Krishna,01-07-2001,4.55875,Andhra Pradesh
AP,Krishna,01-10-2001,3.84,Andhra Pradesh
AP,Krishna,01-01-2002,4.361666667,Andhra Pradesh
AP,Krishna,01-04-2002,5.247333333,Andhra Pradesh
AP,Krishna,01-07-2002,5.221333333,Andhra Pradesh
AP,Krishna,01-10-2002,4.320333333,Andhra Pradesh
AP,Krishna,01-01-2003,5.1325,Andhra Pradesh
AP,Krishna,01-04-2003,7.923571429,Andhra Pradesh
AP,Krishna,01-07-2003,5.5225,Andhra Pradesh
AP,Krishna,01-10-2003,4.721071429,Andhra Pradesh
AP,Krishna,01-01-2004,4.433461538,Andhra Pradesh
AP,Krishna,01-04-2004,7.336538462,Andhra Pradesh
AP,Krishna,01-07-2004,3.985384615,Andhra Pradesh
AP,Krishna,01-10-2004,4.135384615,Andhra Pradesh
AP,Krishna,01-01-2005,9.330163934,Andhra Pradesh
AP,Krishna,01-04-2005,10.48969344,Andhra Pradesh
AP,Krishna,01-07-2005,5.74034918,Andhra Pradesh
AP,Krishna,01-10-2005,4.895245902,Andhra Pradesh
AP,Krishna,01-01-2006,6.6935,Andhra Pradesh
AP,Krishna,01-04-2006,8.072021667,Andhra Pradesh
AP,Krishna,01-07-2006,5.684355,Andhra Pradesh
AP,Krishna,01-10-2006,5.583666667,Andhra Pradesh
AP,Krishna,01-01-2007,6.638245614,Andhra Pradesh
AP,Krishna,01-04-2007,8.041075439,Andhra Pradesh
AP,Krishna,01-07-2007,5.534935088,Andhra Pradesh
AP,Krishna,01-10-2007,4.914561404,Andhra Pradesh
AP,Krishna,01-01-2008,6.612711864,Andhra Pradesh
AP,Krishna,01-04-2008,7.629683051,Andhra Pradesh
AP,Krishna,01-07-2008,4.562225424,Andhra Pradesh
