STATE,DISTRICT,QUARTER,LEVEL
Gujrat,Panch Mahals,01-01-2015,7.774761905
Gujrat,Panch Mahals,01-04-2015,10.28357143
Gujrat,Panch Mahals,01-07-2015,6.241428571
Gujrat,Panch Mahals,01-10-2015,8.018095238
Gujrat,Panch Mahals,01-01-2016,7.160487805
Gujrat,Panch Mahals,01-04-2016,11.91634146
Gujrat,Panch Mahals,01-07-2016,5.145365854
Gujrat,Panch Mahals,01-10-2016,6.389268293
Gujrat,Panch Mahals,01-01-2017,7.959761905
Gujrat,Panch Mahals,01-04-2017,10.51
Gujrat,Panch Mahals,01-07-2017,4.933571429
Gujrat,Panch Mahals,01-10-2017,5.623571429
Gujrat,Panch Mahals,01-01-2018,7.904615385
Gujrat,Panch Mahals,01-04-2018,7.385128205
Gujrat,Panch Mahals,01-07-2018,4.478717949
Gujrat,Panch Mahals,01-10-2018,4.722051282
Gujrat,Patan,01-01-1996,9.736666667
Gujrat,Patan,01-04-1996,14.54149722
Gujrat,Patan,01-07-1996,11.21868333
Gujrat,Patan,01-10-1996,15.48777778
Gujrat,Patan,01-01-1997,13.95705882
Gujrat,Patan,01-04-1997,15.23746765
Gujrat,Patan,01-07-1997,11.20864412
Gujrat,Patan,01-10-1997,12.40205882
Gujrat,Patan,01-01-1998,12.58314286
Gujrat,Patan,01-04-1998,14.26439714
Gujrat,Patan,01-07-1998,11.69150286
Gujrat,Patan,01-10-1998,10.90142857
Gujrat,Patan,01-01-1999,11.31647059
Gujrat,Patan,01-04-1999,13.20242941
Gujrat,Patan,01-07-1999,13.50923235
Gujrat,Patan,01-10-1999,11.47
Gujrat,Patan,01-01-2000,15.08652174
Gujrat,Patan,01-04-2000,16.82408261
Gujrat,Patan,01-07-2000,14.7266913
Gujrat,Patan,01-10-2000,15.00913043
Gujrat,Patan,01-01-2001,12.88857143
Gujrat,Patan,01-04-2001,11.99720476
Gujrat,Patan,01-07-2001,6.411428571
Gujrat,Patan,01-10-2001,10.51619048
Gujrat,Patan,01-01-2002,9.131
Gujrat,Patan,01-04-2002,11.505065
Gujrat,Patan,01-07-2002,11.855065
Gujrat,Patan,01-10-2002,14.513
Gujrat,Patan,01-01-2003,14.90428571
Gujrat,Patan,01-04-2003,14.81723571
Gujrat,Patan,01-07-2003,12.02652143
Gujrat,Patan,01-10-2003,11.56428571
Gujrat,Patan,01-01-2004,12.29
Gujrat,Patan,01-04-2004,11.32742
Gujrat,Patan,01-07-2004,3.95
Gujrat,Patan,01-10-2004,12.80066667
Gujrat,Patan,01-01-2005,17.99888889
Gujrat,Patan,01-04-2005,19.3614
Gujrat,Patan,01-07-2005,17.25751111
Gujrat,Patan,01-10-2005,16.59611111
Gujrat,Patan,01-01-2006,17.74611111
Gujrat,Patan,01-04-2006,18.12028889
Gujrat,Patan,01-07-2006,13.71077222
Gujrat,Patan,01-10-2006,15.81722222
Gujrat,Patan,01-01-2007,15.30388889
Gujrat,Patan,01-04-2007,16.02021667
Gujrat,Patan,01-07-2007,13.90528889
Gujrat,Patan,01-10-2007,16.53055556
Gujrat,Patan,01-01-2008,17.49157895
Gujrat,Patan,01-04-2008,14.46599474
Gujrat,Patan,01-07-2008,17.88922105
Gujrat,Patan,01-10-2008,14.51947368
Gujrat,Patan,01-01-2009,13.29277778
Gujrat,Patan,01-04-2009,18.15695556
Gujrat,Patan,01-07-2009,14.37077222
Gujrat,Patan,01-10-2009,14.68166667
Gujrat,Patan,01-01-2010,18.89
Gujrat,Patan,01-04-2010,21.11854118
Gujrat,Patan,01-07-2010,13.95485882
Gujrat,Patan,01-10-2010,17.41588235
Gujrat,Patan,01-01-2011,16.444375
Gujrat,Patan,01-04-2011,18.52086875
Gujrat,Patan,01-07-2011,17.84274375
Gujrat,Patan,01-10-2011,16.633125
Gujrat,Patan,01-01-2012,13.5608
Gujrat,Patan,01-04-2012,19.653112
Gujrat,Patan,01-07-2012,3.95
Gujrat,Patan,01-10-2012,23.238
Gujrat,Patan,01-01-2013,19.70666667
Gujrat,Patan,01-04-2013,18.07093333
Gujrat,Patan,01-07-2013,16.5613037
Gujrat,Patan,01-10-2013,16.39555556
Gujrat,Patan,01-01-2014,16.76153846
Gujrat,Patan,01-04-2014,19.29409615
Gujrat,Patan,01-07-2014,20.20217308
Gujrat,Patan,01-10-2014,15.72576923
Gujrat,Patan,01-01-2015,21.9744
Gujrat,Patan,01-04-2015,24.399564
Gujrat,Patan,01-07-2015,16.97506
Gujrat,Patan,01-10-2015,17.7724
Gujrat,Patan,01-01-2016,10.51956522
Gujrat,Patan,01-04-2016,18.00153043
Gujrat,Patan,01-07-2016,17.12028261
Gujrat,Patan,01-10-2016,21.12869565
Gujrat,Patan,01-01-2017,22.2908
Gujrat,Patan,01-04-2017,21.503112
Gujrat,Patan,01-07-2017,20.201964
Gujrat,Patan,01-10-2017,17.4276
Gujrat,Patan,01-01-2018,12.55961538
Gujrat,Patan,01-04-2018,22.03193846
Gujrat,Patan,01-07-2018,10.36096923
Gujrat,Patan,01-10-2018,15.88230769
Gujrat,Porbandar,01-01-1996,9.125333333
Gujrat,Porbandar,01-04-1996,11.296
Gujrat,Porbandar,01-07-1996,6.908
Gujrat,Porbandar,01-10-1996,7.93
Gujrat,Porbandar,01-01-1997,9.329285714
Gujrat,Porbandar,01-04-1997,8.997857143
Gujrat,Porbandar,01-07-1997,8.115
Gujrat,Porbandar,01-10-1997,6.388571429
Gujrat,Porbandar,01-01-1998,7.379411765
Gujrat,Porbandar,01-04-1998,12.29764706
Gujrat,Porbandar,01-07-1998,5.152941176
Gujrat,Porbandar,01-10-1998,5.977058824
Gujrat,Porbandar,01-01-1999,7.429333333
Gujrat,Porbandar,01-04-1999,10.92133333
Gujrat,Porbandar,01-07-1999,9.829333333
Gujrat,Porbandar,01-10-1999,9.024
Gujrat,Porbandar,01-01-2000,10.35625
Gujrat,Porbandar,01-04-2000,9.220625
Gujrat,Porbandar,01-07-2000,7.00875
Gujrat,Porbandar,01-10-2000,7.32625
Gujrat,Porbandar,01-01-2001,9.756153846
Gujrat,Porbandar,01-04-2001,8.566153846
Gujrat,Porbandar,01-07-2001,6.126153846
Gujrat,Porbandar,01-10-2001,6.469230769
Gujrat,Porbandar,01-01-2002,7.130714286
Gujrat,Porbandar,01-04-2002,9.257857143
Gujrat,Porbandar,01-07-2002,9.162857143
Gujrat,Porbandar,01-10-2002,7.912857143
Gujrat,Porbandar,01-01-2003,7.614545455
Gujrat,Porbandar,01-04-2003,6.967272727
Gujrat,Porbandar,01-07-2003,5.571818182
Gujrat,Porbandar,01-10-2003,6.616363636
Gujrat,Porbandar,01-01-2004,9.333846154
Gujrat,Porbandar,01-04-2004,10.02538462
Gujrat,Porbandar,01-07-2004,3.95
Gujrat,Porbandar,01-10-2004,9.017692308
Gujrat,Porbandar,01-01-2005,8.757333333
Gujrat,Porbandar,01-04-2005,11.07733333
Gujrat,Porbandar,01-07-2005,6.508
Gujrat,Porbandar,01-10-2005,6.546
Gujrat,Porbandar,01-01-2006,7.32
Gujrat,Porbandar,01-04-2006,10.73133333
Gujrat,Porbandar,01-07-2006,4.067333333
Gujrat,Porbandar,01-10-2006,5.158666667
Gujrat,Porbandar,01-01-2007,6.614
Gujrat,Porbandar,01-04-2007,8.803333333
Gujrat,Porbandar,01-07-2007,2.678
Gujrat,Porbandar,01-10-2007,3.794666667
Gujrat,Porbandar,01-01-2008,5.478
Gujrat,Porbandar,01-04-2008,7.879333333
Gujrat,Porbandar,01-07-2008,4.182666667
Gujrat,Porbandar,01-10-2008,4.350666667
Gujrat,Porbandar,01-01-2009,6.115714286
Gujrat,Porbandar,01-04-2009,9.097142857
Gujrat,Porbandar,01-07-2009,3.352142857
Gujrat,Porbandar,01-10-2009,5.205714286
Gujrat,Porbandar,01-01-2010,7.175714286
Gujrat,Porbandar,01-04-2010,8.705
Gujrat,Porbandar,01-07-2010,2.267142857
Gujrat,Porbandar,01-10-2010,3.102142857
Gujrat,Porbandar,01-01-2011,4.317857143
Gujrat,Porbandar,01-04-2011,6.879285714
Gujrat,Porbandar,01-07-2011,3.508571429
Gujrat,Porbandar,01-10-2011,3.777142857
Gujrat,Porbandar,01-01-2012,5.588823529
Gujrat,Porbandar,01-04-2012,7.764705882
Gujrat,Porbandar,01-07-2012,3.95
Gujrat,Porbandar,01-10-2012,10.55470588
Gujrat,Porbandar,01-01-2013,9.204137931
Gujrat,Porbandar,01-04-2013,13.49206897
Gujrat,Porbandar,01-07-2013,5.121724138
Gujrat,Porbandar,01-10-2013,3.483103448
Gujrat,Porbandar,01-01-2014,6.687142857
Gujrat,Porbandar,01-04-2014,10.425
Gujrat,Porbandar,01-07-2014,4.138571429
Gujrat,Porbandar,01-10-2014,5.464642857
Gujrat,Porbandar,01-01-2015,9.104375
Gujrat,Porbandar,01-04-2015,9.505
Gujrat,Porbandar,01-07-2015,9.85875
Gujrat,Porbandar,01-10-2015,10.65625
Gujrat,Porbandar,01-01-2016,10.866875
Gujrat,Porbandar,01-04-2016,13.53875
Gujrat,Porbandar,01-07-2016,8.819375
Gujrat,Porbandar,01-10-2016,8.6246875
Gujrat,Porbandar,01-01-2017,11.1215625
Gujrat,Porbandar,01-04-2017,14.451875
Gujrat,Porbandar,01-07-2017,6.1534375
Gujrat,Porbandar,01-10-2017,6.3740625
Gujrat,Porbandar,01-01-2018,8.673870968
Gujrat,Porbandar,01-04-2018,9.146774194
Gujrat,Porbandar,01-07-2018,8.542580645
Gujrat,Porbandar,01-10-2018,4.850322581
Gujrat,Rajkot,01-01-1996,9.744339623
Gujrat,Rajkot,01-04-1996,11.26283019
Gujrat,Rajkot,01-07-1996,6.169622642
Gujrat,Rajkot,01-10-1996,9.982264151
Gujrat,Rajkot,01-01-1997,9.744716981
Gujrat,Rajkot,01-04-1997,12.05528302
Gujrat,Rajkot,01-07-1997,7.09245283
Gujrat,Rajkot,01-10-1997,6.961698113
Gujrat,Rajkot,01-01-1998,8.511578947
Gujrat,Rajkot,01-04-1998,10.70982456
Gujrat,Rajkot,01-07-1998,7.635789474
Gujrat,Rajkot,01-10-1998,6.544736842
Gujrat,Rajkot,01-01-1999,8.472542373
Gujrat,Rajkot,01-04-1999,11.73050847
Gujrat,Rajkot,01-07-1999,9.680508475
Gujrat,Rajkot,01-10-1999,10.54457627
Gujrat,Rajkot,01-01-2000,10.96309091
Gujrat,Rajkot,01-04-2000,11.49581818
Gujrat,Rajkot,01-07-2000,9.264909091
Gujrat,Rajkot,01-10-2000,10.824
Gujrat,Rajkot,01-01-2001,11.18280702
Gujrat,Rajkot,01-04-2001,9.830175439
Gujrat,Rajkot,01-07-2001,5.912631579
Gujrat,Rajkot,01-10-2001,9.396491228
Gujrat,Rajkot,01-01-2002,10.8326
Gujrat,Rajkot,01-04-2002,11.9792
Gujrat,Rajkot,01-07-2002,4.255
Gujrat,Rajkot,01-10-2002,8.668
Gujrat,Rajkot,01-01-2003,7.083571429
Gujrat,Rajkot,01-04-2003,10.16
Gujrat,Rajkot,01-07-2003,4.488571429
Gujrat,Rajkot,01-10-2003,6.375
Gujrat,Rajkot,01-01-2004,8.388545455
Gujrat,Rajkot,01-04-2004,9.378909091
Gujrat,Rajkot,01-07-2004,4.167454545
Gujrat,Rajkot,01-10-2004,7.352909091
Gujrat,Rajkot,01-01-2005,9.02295082
Gujrat,Rajkot,01-04-2005,10.94901639
Gujrat,Rajkot,01-07-2005,4.412131148
Gujrat,Rajkot,01-10-2005,5.254918033
Gujrat,Rajkot,01-01-2006,6.070847458
Gujrat,Rajkot,01-04-2006,8.230847458
Gujrat,Rajkot,01-07-2006,2.633898305
Gujrat,Rajkot,01-10-2006,4.443389831
Gujrat,Rajkot,01-01-2007,6.550333333
Gujrat,Rajkot,01-04-2007,9.645833333
Gujrat,Rajkot,01-07-2007,2.680833333
Gujrat,Rajkot,01-10-2007,4.323666667
Gujrat,Rajkot,01-01-2008,6.17877193
Gujrat,Rajkot,01-04-2008,8.671754386
Gujrat,Rajkot,01-07-2008,4.651754386
Gujrat,Rajkot,01-10-2008,4.14122807
Gujrat,Rajkot,01-01-2009,6.652363636
Gujrat,Rajkot,01-04-2009,10.10981818
Gujrat,Rajkot,01-07-2009,4.316727273
Gujrat,Rajkot,01-10-2009,6.860545455
Gujrat,Rajkot,01-01-2010,8.962727273
Gujrat,Rajkot,01-04-2010,10.30254545
Gujrat,Rajkot,01-07-2010,1.919818182
Gujrat,Rajkot,01-10-2010,4.063454545
Gujrat,Rajkot,01-01-2011,5.459454545
Gujrat,Rajkot,01-04-2011,8.385454545
Gujrat,Rajkot,01-07-2011,2.330909091
Gujrat,Rajkot,01-10-2011,4.703272727
Gujrat,Rajkot,01-01-2012,6.315862069
Gujrat,Rajkot,01-04-2012,9.910517241
Gujrat,Rajkot,01-07-2012,3.95
Gujrat,Rajkot,01-10-2012,9.001896552
Gujrat,Rajkot,01-01-2013,9.693064516
Gujrat,Rajkot,01-04-2013,10.08951613
Gujrat,Rajkot,01-07-2013,5.788064516
Gujrat,Rajkot,01-10-2013,5.017741935
Gujrat,Rajkot,01-01-2014,7.1975
Gujrat,Rajkot,01-04-2014,8.49671875
Gujrat,Rajkot,01-07-2014,5.0578125
Gujrat,Rajkot,01-10-2014,5.99046875
Gujrat,Rajkot,01-01-2015,9.133442623
Gujrat,Rajkot,01-04-2015,10.72131148
Gujrat,Rajkot,01-07-2015,8.87704918
Gujrat,Rajkot,01-10-2015,7.198852459
Gujrat,Rajkot,01-01-2016,5.772131148
Gujrat,Rajkot,01-04-2016,10.27393443
Gujrat,Rajkot,01-07-2016,6.662622951
Gujrat,Rajkot,01-10-2016,7.093114754
Gujrat,Rajkot,01-01-2017,8.248166667
Gujrat,Rajkot,01-04-2017,9.881333333
Gujrat,Rajkot,01-07-2017,3.538166667
Gujrat,Rajkot,01-10-2017,5.434166667
Gujrat,Rajkot,01-01-2018,7.585689655
Gujrat,Rajkot,01-04-2018,8.210517241
Gujrat,Rajkot,01-07-2018,5.113448276
Gujrat,Rajkot,01-10-2018,5.286551724
Gujrat,Sabar Kantha,01-01-1996,11.8832
Gujrat,Sabar Kantha,01-04-1996,13.9272
Gujrat,Sabar Kantha,01-07-1996,7.8134
Gujrat,Sabar Kantha,01-10-1996,10.2024
Gujrat,Sabar Kantha,01-01-1997,10.24387755
Gujrat,Sabar Kantha,01-04-1997,13.97326531
Gujrat,Sabar Kantha,01-07-1997,7.330204082
Gujrat,Sabar Kantha,01-10-1997,8.205306122
Gujrat,Sabar Kantha,01-01-1998,10.02142857
Gujrat,Sabar Kantha,01-04-1998,12.74673469
Gujrat,Sabar Kantha,01-07-1998,8.603673469
Gujrat,Sabar Kantha,01-10-1998,8.56
Gujrat,Sabar Kantha,01-01-1999,9.287272727
Gujrat,Sabar Kantha,01-04-1999,11.55181818
Gujrat,Sabar Kantha,01-07-1999,11.58454545
Gujrat,Sabar Kantha,01-10-1999,12.16963636
Gujrat,Sabar Kantha,01-01-2000,12.30489796
Gujrat,Sabar Kantha,01-04-2000,12.84285714
Gujrat,Sabar Kantha,01-07-2000,10.96489796
Gujrat,Sabar Kantha,01-10-2000,12.34387755
Gujrat,Sabar Kantha,01-01-2001,11.96717391
Gujrat,Sabar Kantha,01-04-2001,11.54956522
Gujrat,Sabar Kantha,01-07-2001,11.68804348
Gujrat,Sabar Kantha,01-10-2001,11.69478261
Gujrat,Sabar Kantha,01-01-2002,13.69735294
Gujrat,Sabar Kantha,01-04-2002,16.08117647
Gujrat,Sabar Kantha,01-07-2002,14.43764706
Gujrat,Sabar Kantha,01-10-2002,12.44794118
Gujrat,Sabar Kantha,01-01-2003,12.84923077
Gujrat,Sabar Kantha,01-04-2003,12.11076923
Gujrat,Sabar Kantha,01-07-2003,9.676666667
Gujrat,Sabar Kantha,01-10-2003,12.36717949
Gujrat,Sabar Kantha,01-01-2004,13.1725
Gujrat,Sabar Kantha,01-04-2004,14.049
Gujrat,Sabar Kantha,01-07-2004,6.416
Gujrat,Sabar Kantha,01-10-2004,12.74875
Gujrat,Sabar Kantha,01-01-2005,12.83512195
Gujrat,Sabar Kantha,01-04-2005,16.45829268
Gujrat,Sabar Kantha,01-07-2005,11.01097561
Gujrat,Sabar Kantha,01-10-2005,11.82292683
Gujrat,Sabar Kantha,01-01-2006,12.16725
Gujrat,Sabar Kantha,01-04-2006,13.95975
Gujrat,Sabar Kantha,01-07-2006,4.40475
Gujrat,Sabar Kantha,01-10-2006,6.4735
Gujrat,Sabar Kantha,01-01-2007,8.316842105
Gujrat,Sabar Kantha,01-04-2007,11.11789474
Gujrat,Sabar Kantha,01-07-2007,4.268684211
Gujrat,Sabar Kantha,01-10-2007,7.270789474
Gujrat,Sabar Kantha,01-01-2008,8.06
Gujrat,Sabar Kantha,01-04-2008,11.37325581
Gujrat,Sabar Kantha,01-07-2008,7.923953488
Gujrat,Sabar Kantha,01-10-2008,9.458139535
Gujrat,Sabar Kantha,01-01-2009,12.47564103
Gujrat,Sabar Kantha,01-04-2009,15.33641026
Gujrat,Sabar Kantha,01-07-2009,11.59666667
Gujrat,Sabar Kantha,01-10-2009,10.50410256
Gujrat,Sabar Kantha,01-01-2010,11.41189189
Gujrat,Sabar Kantha,01-04-2010,14.93135135
Gujrat,Sabar Kantha,01-07-2010,7.61
Gujrat,Sabar Kantha,01-10-2010,9.860540541
Gujrat,Sabar Kantha,01-01-2011,11.45657895
Gujrat,Sabar Kantha,01-04-2011,12.80342105
Gujrat,Sabar Kantha,01-07-2011,7.572368421
Gujrat,Sabar Kantha,01-10-2011,8.320263158
Gujrat,Sabar Kantha,01-01-2012,8.856818182
Gujrat,Sabar Kantha,01-04-2012,14.43045455
Gujrat,Sabar Kantha,01-07-2012,3.95
Gujrat,Sabar Kantha,01-10-2012,9.7575
Gujrat,Sabar Kantha,01-01-2013,10.47690476
Gujrat,Sabar Kantha,01-04-2013,13.9502381
Gujrat,Sabar Kantha,01-07-2013,5.46452381
Gujrat,Sabar Kantha,01-10-2013,7.137619048
Gujrat,Sabar Kantha,01-01-2014,8.185384615
Gujrat,Sabar Kantha,01-04-2014,11.71935897
Gujrat,Sabar Kantha,01-07-2014,8.405128205
Gujrat,Sabar Kantha,01-10-2014,8.170769231
Gujrat,Sabar Kantha,01-01-2015,10.54016393
Gujrat,Sabar Kantha,01-04-2015,12.56163934
Gujrat,Sabar Kantha,01-07-2015,8.447704918
Gujrat,Sabar Kantha,01-10-2015,9.695901639
Gujrat,Sabar Kantha,01-01-2016,6.593559322
Gujrat,Sabar Kantha,01-04-2016,15.65711864
Gujrat,Sabar Kantha,01-07-2016,7.007118644
Gujrat,Sabar Kantha,01-10-2016,9.803389831
Gujrat,Sabar Kantha,01-01-2017,11.78827586
Gujrat,Sabar Kantha,01-04-2017,14.61122931
Gujrat,Sabar Kantha,01-07-2017,6.553987931
Gujrat,Sabar Kantha,01-10-2017,8.526034483
Gujrat,Sabar Kantha,01-01-2018,10.19436364
Gujrat,Sabar Kantha,01-04-2018,8.974363636
Gujrat,Sabar Kantha,01-07-2018,4.071818182
Gujrat,Sabar Kantha,01-10-2018,10.52309091
Gujrat,Surat,01-01-1996,6.257
Gujrat,Surat,01-04-1996,7.355
Gujrat,Surat,01-07-1996,4.305
Gujrat,Surat,01-10-1996,5.497
Gujrat,Surat,01-01-1997,6.143870968
Gujrat,Surat,01-04-1997,6.556129032
Gujrat,Surat,01-07-1997,4.402258065
Gujrat,Surat,01-10-1997,5.56516129
Gujrat,Surat,01-01-1998,6.222758621
Gujrat,Surat,01-04-1998,7.315862069
Gujrat,Surat,01-07-1998,5.001724138
Gujrat,Surat,01-10-1998,4.914482759
Gujrat,Surat,01-01-1999,5.64
Gujrat,Surat,01-04-1999,7.213333333
Gujrat,Surat,01-07-1999,5.188333333
Gujrat,Surat,01-10-1999,5.196666667
Gujrat,Surat,01-01-2000,5.927407407
Gujrat,Surat,01-04-2000,6.73
Gujrat,Surat,01-07-2000,5.411851852
Gujrat,Surat,01-10-2000,6.653703704
Gujrat,Surat,01-01-2001,6.515555556
Gujrat,Surat,01-04-2001,7.175555556
Gujrat,Surat,01-07-2001,4.095185185
Gujrat,Surat,01-10-2001,5.778148148
Gujrat,Surat,01-01-2002,6.089
Gujrat,Surat,01-04-2002,7.249333333
Gujrat,Surat,01-07-2002,3.802333333
Gujrat,Surat,01-10-2002,5.493666667
Gujrat,Surat,01-01-2003,5.84037037
Gujrat,Surat,01-04-2003,7.318148148
Gujrat,Surat,01-07-2003,3.184814815
Gujrat,Surat,01-10-2003,4.784444444
Gujrat,Surat,01-01-2004,5.90137931
Gujrat,Surat,01-04-2004,6.637241379
Gujrat,Surat,01-07-2004,3.703793103
Gujrat,Surat,01-10-2004,4.969655172
Gujrat,Surat,01-01-2005,4.593548387
Gujrat,Surat,01-04-2005,6.544516129
Gujrat,Surat,01-07-2005,3.76
Gujrat,Surat,01-10-2005,5.059677419
Gujrat,Surat,01-01-2006,5.47
Gujrat,Surat,01-04-2006,6.643793103
Gujrat,Surat,01-07-2006,2.942413793
Gujrat,Surat,01-10-2006,5.07862069
Gujrat,Surat,01-01-2007,5.783103448
Gujrat,Surat,01-04-2007,7.204482759
Gujrat,Surat,01-07-2007,3.263448276
Gujrat,Surat,01-10-2007,4.799310345
Gujrat,Surat,01-01-2008,5.233461538
Gujrat,Surat,01-04-2008,6.986923077
Gujrat,Surat,01-07-2008,3.87
Gujrat,Surat,01-10-2008,4.675384615
Gujrat,Surat,01-01-2009,5.481153846
Gujrat,Surat,01-04-2009,6.906923077
Gujrat,Surat,01-07-2009,3.835384615
Gujrat,Surat,01-10-2009,4.55
Gujrat,Surat,01-01-2010,5.76
Gujrat,Surat,01-04-2010,7.338
Gujrat,Surat,01-07-2010,3.4448
Gujrat,Surat,01-10-2010,4.3044
Gujrat,Surat,01-01-2011,5.3212
Gujrat,Surat,01-04-2011,6.4228
Gujrat,Surat,01-07-2011,3.4308
Gujrat,Surat,01-10-2011,3.8832
Gujrat,Surat,01-01-2012,5.927692308
Gujrat,Surat,01-04-2012,7.020384615
Gujrat,Surat,01-07-2012,3.95
Gujrat,Surat,01-10-2012,5.731923077
Gujrat,Surat,01-01-2013,6.275384615
Gujrat,Surat,01-04-2013,8.174871795
Gujrat,Surat,01-07-2013,3.798717949
Gujrat,Surat,01-10-2013,5.191025641
Gujrat,Surat,01-01-2014,5.617567568
Gujrat,Surat,01-04-2014,7.344324324
Gujrat,Surat,01-07-2014,4.800810811
Gujrat,Surat,01-10-2014,5.749189189
Gujrat,Surat,01-01-2015,6.058947368
Gujrat,Surat,01-04-2015,11.90236842
Gujrat,Surat,01-07-2015,5.128157895
Gujrat,Surat,01-10-2015,5.838947368
Gujrat,Surat,01-01-2016,6.056046512
Gujrat,Surat,01-04-2016,7.600930233
Gujrat,Surat,01-07-2016,4.636511628
Gujrat,Surat,01-10-2016,4.736976744
Gujrat,Surat,01-01-2017,6.437435897
Gujrat,Surat,01-04-2017,7.428717949
Gujrat,Surat,01-07-2017,3.982051282
Gujrat,Surat,01-10-2017,4.555128205
Gujrat,Surat,01-01-2018,5.814
Gujrat,Surat,01-04-2018,7.094857143
Gujrat,Surat,01-07-2018,3.363428571
Gujrat,Surat,01-10-2018,4.41
Gujrat,Surendranagar,01-01-1996,8.6375
Gujrat,Surendranagar,01-04-1996,10.15136364
Gujrat,Surendranagar,01-07-1996,7.440681818
Gujrat,Surendranagar,01-10-1996,8.611136364
Gujrat,Surendranagar,01-01-1997,9.678409091
Gujrat,Surendranagar,01-04-1997,10.36704545
Gujrat,Surendranagar,01-07-1997,6.019545455
Gujrat,Surendranagar,01-10-1997,5.632272727
Gujrat,Surendranagar,01-01-1998,8.580638298
Gujrat,Surendranagar,01-04-1998,10.03446809
Gujrat,Surendranagar,01-07-1998,7.733191489
Gujrat,Surendranagar,01-10-1998,8.538510638
Gujrat,Surendranagar,01-01-1999,9.608085106
Gujrat,Surendranagar,01-04-1999,11.14747447
Gujrat,Surendranagar,01-07-1999,8.884070213
Gujrat,Surendranagar,01-10-1999,8.319361702
Gujrat,Surendranagar,01-01-2000,8.573170732
Gujrat,Surendranagar,01-04-2000,10.5190561
Gujrat,Surendranagar,01-07-2000,7.438780488
Gujrat,Surendranagar,01-10-2000,8.744634146
Gujrat,Surendranagar,01-01-2001,7.930454545
Gujrat,Surendranagar,01-04-2001,10.86866591
Gujrat,Surendranagar,01-07-2001,5.548181818
Gujrat,Surendranagar,01-10-2001,6.659090909
Gujrat,Surendranagar,01-01-2002,7.326
Gujrat,Surendranagar,01-04-2002,8.554
Gujrat,Surendranagar,01-07-2002,4.180666667
Gujrat,Surendranagar,01-10-2002,9.572222222
Gujrat,Surendranagar,01-01-2003,9.873255814
Gujrat,Surendranagar,01-04-2003,9.399362791
Gujrat,Surendranagar,01-07-2003,7.254216279
Gujrat,Surendranagar,01-10-2003,8.283488372
Gujrat,Surendranagar,01-01-2004,6.966046512
Gujrat,Surendranagar,01-04-2004,8.617006977
Gujrat,Surendranagar,01-07-2004,4.829069767
Gujrat,Surendranagar,01-10-2004,7.46372093
Gujrat,Surendranagar,01-01-2005,8.655853659
Gujrat,Surendranagar,01-04-2005,9.995641463
Gujrat,Surendranagar,01-07-2005,5.486129268
Gujrat,Surendranagar,01-10-2005,6.702439024
Gujrat,Surendranagar,01-01-2006,7.057906977
Gujrat,Surendranagar,01-04-2006,9.194913953
Gujrat,Surendranagar,01-07-2006,6.221688372
Gujrat,Surendranagar,01-10-2006,6.389302326
Gujrat,Surendranagar,01-01-2007,7.416585366
Gujrat,Surendranagar,01-04-2007,8.446617073
Gujrat,Surendranagar,01-07-2007,5.586617073
Gujrat,Surendranagar,01-10-2007,5.832682927
Gujrat,Surendranagar,01-01-2008,7.20974359
Gujrat,Surendranagar,01-04-2008,6.866153846
Gujrat,Surendranagar,01-07-2008,5.583366667
Gujrat,Surendranagar,01-10-2008,5.73
Gujrat,Surendranagar,01-01-2009,6.745135135
Gujrat,Surendranagar,01-04-2009,10.10165676
Gujrat,Surendranagar,01-07-2009,6.753818919
Gujrat,Surendranagar,01-10-2009,7.907837838
Gujrat,Surendranagar,01-01-2010,9.657027027
Gujrat,Surendranagar,01-04-2010,9.655981081
Gujrat,Surendranagar,01-07-2010,4.945710811
Gujrat,Surendranagar,01-10-2010,5.528378378
Gujrat,Surendranagar,01-01-2011,6.325405405
Gujrat,Surendranagar,01-04-2011,7.55462973
Gujrat,Surendranagar,01-07-2011,3.005675676
Gujrat,Surendranagar,01-10-2011,3.753243243
Gujrat,Surendranagar,01-01-2012,5.991794872
Gujrat,Surendranagar,01-04-2012,8.762051282
Gujrat,Surendranagar,01-07-2012,3.95
Gujrat,Surendranagar,01-10-2012,7.122820513
Gujrat,Surendranagar,01-01-2013,6.457857143
Gujrat,Surendranagar,01-04-2013,6.560178571
Gujrat,Surendranagar,01-07-2013,5.425023214
Gujrat,Surendranagar,01-10-2013,5.04875
Gujrat,Surendranagar,01-01-2014,5.698545455
Gujrat,Surendranagar,01-04-2014,7.870841818
Gujrat,Surendranagar,01-07-2014,5.457114545
Gujrat,Surendranagar,01-10-2014,5.316
Gujrat,Surendranagar,01-01-2015,7.455098039
Gujrat,Surendranagar,01-04-2015,10.54823529
Gujrat,Surendranagar,01-07-2015,5.61745098
Gujrat,Surendranagar,01-10-2015,5.307058824
Gujrat,Surendranagar,01-01-2016,5.984117647
Gujrat,Surendranagar,01-04-2016,7.847647059
Gujrat,Surendranagar,01-07-2016,4.975882353
Gujrat,Surendranagar,01-10-2016,5.522941176
Gujrat,Surendranagar,01-01-2017,7.049622642
Gujrat,Surendranagar,01-04-2017,7.273207547
Gujrat,Surendranagar,01-07-2017,3.145849057
Gujrat,Surendranagar,01-10-2017,3.934716981
